"","toa","thr"
"721","Early Majority","High Thresh."
"722","Non-Adopters","Non-Adopters"
"723","Non-Adopters","Non-Adopters"
"724","Non-Adopters","Non-Adopters"
"725","Non-Adopters","Non-Adopters"
"726","Non-Adopters","Non-Adopters"
"727","Non-Adopters","Non-Adopters"
"728","Non-Adopters","Non-Adopters"
"729","Non-Adopters","Non-Adopters"
"730","Non-Adopters","Non-Adopters"
"731","Non-Adopters","Non-Adopters"
"732","Non-Adopters","Non-Adopters"
"733","Non-Adopters","Non-Adopters"
"734","Non-Adopters","Non-Adopters"
"735","Laggards","High Thresh."
"736","Non-Adopters","Non-Adopters"
"737","Non-Adopters","Non-Adopters"
"738","Non-Adopters","Non-Adopters"
"739","Non-Adopters","Non-Adopters"
"740","Laggards","High Thresh."
"741","Non-Adopters","Non-Adopters"
"742","Non-Adopters","Non-Adopters"
"743","Non-Adopters","Non-Adopters"
"744","Non-Adopters","Non-Adopters"
"745","Non-Adopters","Non-Adopters"
"746","Non-Adopters","Non-Adopters"
"747","Non-Adopters","Non-Adopters"
"748","Non-Adopters","Non-Adopters"
"749","Non-Adopters","Non-Adopters"
"750","Non-Adopters","Non-Adopters"
"751","Non-Adopters","Non-Adopters"
"752","Non-Adopters","Non-Adopters"
"753","Non-Adopters","Non-Adopters"
"754","Non-Adopters","Non-Adopters"
"755","Non-Adopters","Non-Adopters"
"756","Non-Adopters","Non-Adopters"
"757","Non-Adopters","Non-Adopters"
"758","Non-Adopters","Non-Adopters"
"759","Non-Adopters","Non-Adopters"
"760","Non-Adopters","Non-Adopters"
"761","Non-Adopters","Non-Adopters"
"762","Non-Adopters","Non-Adopters"
"763","Non-Adopters","Non-Adopters"
"764","Non-Adopters","Non-Adopters"
"765","Non-Adopters","Non-Adopters"
"766","Non-Adopters","Non-Adopters"
"767","Non-Adopters","Non-Adopters"
"768","Non-Adopters","Non-Adopters"
"769","Non-Adopters","Non-Adopters"
"770","Non-Adopters","Non-Adopters"
"771","Non-Adopters","Non-Adopters"
"772","Non-Adopters","Non-Adopters"
"773","Early Adopters","High Thresh."
"774","Non-Adopters","Non-Adopters"
"775","Non-Adopters","Non-Adopters"
"776","Non-Adopters","Non-Adopters"
"777","Non-Adopters","Non-Adopters"
"778","Laggards","High Thresh."
"779","Late Majority","Very Low Thresh."
"780","Non-Adopters","Non-Adopters"
"781","Non-Adopters","Non-Adopters"
"782","Non-Adopters","Non-Adopters"
"783","Non-Adopters","Non-Adopters"
"784","Non-Adopters","Non-Adopters"
"785","Non-Adopters","Non-Adopters"
"786","Non-Adopters","Non-Adopters"
"787","Non-Adopters","Non-Adopters"
"788","Non-Adopters","Non-Adopters"
"789","Non-Adopters","Non-Adopters"
"790","Non-Adopters","Non-Adopters"
"791","Non-Adopters","Non-Adopters"
"792","Late Majority","Low Thresh."
"793","Non-Adopters","Non-Adopters"
"794","Non-Adopters","Non-Adopters"
"795","Non-Adopters","Non-Adopters"
"796","Non-Adopters","Non-Adopters"
"797","Non-Adopters","Non-Adopters"
"798","Non-Adopters","Non-Adopters"
"799","Non-Adopters","Non-Adopters"
"800","Non-Adopters","Non-Adopters"
"801","Non-Adopters","Non-Adopters"
"802","Non-Adopters","Non-Adopters"
"803","Non-Adopters","Non-Adopters"
"804","Non-Adopters","Non-Adopters"
"805","Non-Adopters","Non-Adopters"
"806","Non-Adopters","Non-Adopters"
"807","Non-Adopters","Non-Adopters"
"808","Non-Adopters","Non-Adopters"
"809","Non-Adopters","Non-Adopters"
"810","Non-Adopters","Non-Adopters"
"811","Non-Adopters","Non-Adopters"
"812","Laggards","Very Low Thresh."
"813","Non-Adopters","Non-Adopters"
"814","Non-Adopters","Non-Adopters"
"815","Non-Adopters","Non-Adopters"
"816","Non-Adopters","Non-Adopters"
"817","Early Majority","High Thresh."
"818","Non-Adopters","Non-Adopters"
"819","Non-Adopters","Non-Adopters"
"820","Non-Adopters","Non-Adopters"
"821","Late Majority","High Thresh."
"822","Non-Adopters","Non-Adopters"
"823","Non-Adopters","Non-Adopters"
"824","Non-Adopters","Non-Adopters"
"825","Non-Adopters","Non-Adopters"
"826","Late Majority","High Thresh."
"827","Non-Adopters","Non-Adopters"
"828","Non-Adopters","Non-Adopters"
"829","Non-Adopters","Non-Adopters"
"830","Late Majority","High Thresh."
"831","Late Majority","Very Low Thresh."
"832","Non-Adopters","Non-Adopters"
"833","Non-Adopters","Non-Adopters"
"834","Non-Adopters","Non-Adopters"
"835","Non-Adopters","Non-Adopters"
"836","Non-Adopters","Non-Adopters"
"837","Non-Adopters","Non-Adopters"
"838","Non-Adopters","Non-Adopters"
"839","Non-Adopters","Non-Adopters"
"840","Non-Adopters","Non-Adopters"
"841","Early Majority","High Thresh."
"842","Non-Adopters","Non-Adopters"
"843","Non-Adopters","Non-Adopters"
"844","Non-Adopters","Non-Adopters"
"845","Non-Adopters","Non-Adopters"
"846","Non-Adopters","Non-Adopters"
"847","Non-Adopters","Non-Adopters"
"848","Non-Adopters","Non-Adopters"
"849","Non-Adopters","Non-Adopters"
"850","Non-Adopters","Non-Adopters"
"851","Non-Adopters","Non-Adopters"
"852","Early Majority","High Thresh."
"853","Non-Adopters","Non-Adopters"
"854","Non-Adopters","Non-Adopters"
"855","Early Majority","Very Low Thresh."
"856","Non-Adopters","Non-Adopters"
"857","Non-Adopters","Non-Adopters"
"858","Non-Adopters","Non-Adopters"
"859","Late Majority","High Thresh."
"860","Late Majority","High Thresh."
"861","Non-Adopters","Non-Adopters"
"862","Non-Adopters","Non-Adopters"
"863","Non-Adopters","Non-Adopters"
"864","Non-Adopters","Non-Adopters"
"865","Non-Adopters","Non-Adopters"
"866","Non-Adopters","Non-Adopters"
"867","Non-Adopters","Non-Adopters"
"868","Non-Adopters","Non-Adopters"
"869","Non-Adopters","Non-Adopters"
"870","Non-Adopters","Non-Adopters"
"871","Non-Adopters","Non-Adopters"
"872","Non-Adopters","Non-Adopters"
"873","Non-Adopters","Non-Adopters"
"874","Non-Adopters","Non-Adopters"
"875","Late Majority","High Thresh."
"876","Non-Adopters","Non-Adopters"
"877","Non-Adopters","Non-Adopters"
"878","Non-Adopters","Non-Adopters"
"879","Non-Adopters","Non-Adopters"
"880","Non-Adopters","Non-Adopters"
"881","Non-Adopters","Non-Adopters"
"882","Non-Adopters","Non-Adopters"
"883","Non-Adopters","Non-Adopters"
"884","Non-Adopters","Non-Adopters"
"885","Laggards","High Thresh."
"886","Non-Adopters","Non-Adopters"
"887","Non-Adopters","Non-Adopters"
"888","Non-Adopters","Non-Adopters"
"889","Late Majority","High Thresh."
"890","Non-Adopters","Non-Adopters"
"891","Non-Adopters","Non-Adopters"
"892","Non-Adopters","Non-Adopters"
"893","Early Majority","High Thresh."
"894","Non-Adopters","Non-Adopters"
"895","Non-Adopters","Non-Adopters"
"896","Non-Adopters","Non-Adopters"
"897","Non-Adopters","Non-Adopters"
"898","Non-Adopters","Non-Adopters"
"899","Late Majority","High Thresh."
"900","Late Majority","High Thresh."
"901","Non-Adopters","Non-Adopters"
"902","Non-Adopters","Non-Adopters"
"903","Non-Adopters","Non-Adopters"
"904","Non-Adopters","Non-Adopters"
"905","Non-Adopters","Non-Adopters"
"906","Non-Adopters","Non-Adopters"
"907","Non-Adopters","Non-Adopters"
"908","Non-Adopters","Non-Adopters"
"909","Non-Adopters","Non-Adopters"
"910","Non-Adopters","Non-Adopters"
"911","Non-Adopters","Non-Adopters"
"912","Late Majority","High Thresh."
"913","Late Majority","High Thresh."
"914","Non-Adopters","Non-Adopters"
"915","Non-Adopters","Non-Adopters"
"916","Non-Adopters","Non-Adopters"
"917","Non-Adopters","Non-Adopters"
"918","Late Majority","Low Thresh."
"919","Non-Adopters","Non-Adopters"
"920","Non-Adopters","Non-Adopters"
"921","Non-Adopters","Non-Adopters"
"922","Non-Adopters","Non-Adopters"
"923","Laggards","High Thresh."
"924","Non-Adopters","Non-Adopters"
"925","Early Majority","High Thresh."
"926","Non-Adopters","Non-Adopters"
"927","Non-Adopters","Non-Adopters"
"928","Early Majority","High Thresh."
"929","Non-Adopters","Non-Adopters"
"930","Non-Adopters","Non-Adopters"
"931","Non-Adopters","Non-Adopters"
"932","Non-Adopters","Non-Adopters"
"933","Non-Adopters","Non-Adopters"
"934","Non-Adopters","Non-Adopters"
"935","Non-Adopters","Non-Adopters"
"936","Non-Adopters","Non-Adopters"
"937","Non-Adopters","Non-Adopters"
"938","Non-Adopters","Non-Adopters"
"939","Early Majority","High Thresh."
"940","Non-Adopters","Non-Adopters"
"941","Late Majority","High Thresh."
"942","Non-Adopters","Non-Adopters"
"943","Non-Adopters","Non-Adopters"
"944","Non-Adopters","Non-Adopters"
"945","Late Majority","High Thresh."
"946","Non-Adopters","Non-Adopters"
"947","Non-Adopters","Non-Adopters"
"948","Non-Adopters","Non-Adopters"
"949","Non-Adopters","Non-Adopters"
"950","Non-Adopters","Non-Adopters"
"951","Non-Adopters","Non-Adopters"
"952","Non-Adopters","Non-Adopters"
"953","Non-Adopters","Non-Adopters"
"954","Non-Adopters","Non-Adopters"
"955","Late Majority","High Thresh."
"956","Laggards","High Thresh."
"957","Non-Adopters","Non-Adopters"
"958","Non-Adopters","Non-Adopters"
"959","Non-Adopters","Non-Adopters"
"960","Non-Adopters","Non-Adopters"
"961","Non-Adopters","Non-Adopters"
"962","Non-Adopters","Non-Adopters"
"963","Non-Adopters","Non-Adopters"
"964","Non-Adopters","Non-Adopters"
"965","Non-Adopters","Non-Adopters"
"966","Late Majority","Very Low Thresh."
"967","Non-Adopters","Non-Adopters"
"968","Late Majority","High Thresh."
"969","Non-Adopters","Non-Adopters"
"970","Non-Adopters","Non-Adopters"
"971","Early Majority","High Thresh."
"972","Non-Adopters","Non-Adopters"
"973","Non-Adopters","Non-Adopters"
"974","Non-Adopters","Non-Adopters"
"975","Non-Adopters","Non-Adopters"
"976","Non-Adopters","Non-Adopters"
"977","Non-Adopters","Non-Adopters"
"978","Non-Adopters","Non-Adopters"
"979","Non-Adopters","Non-Adopters"
"980","Non-Adopters","Non-Adopters"
"981","Non-Adopters","Non-Adopters"
"982","Non-Adopters","Non-Adopters"
"983","Laggards","High Thresh."
"984","Non-Adopters","Non-Adopters"
"985","Non-Adopters","Non-Adopters"
"986","Non-Adopters","Non-Adopters"
"987","Non-Adopters","Non-Adopters"
"988","Non-Adopters","Non-Adopters"
"989","Non-Adopters","Non-Adopters"
"990","Non-Adopters","Non-Adopters"
"991","Non-Adopters","Non-Adopters"
"992","Non-Adopters","Non-Adopters"
"993","Non-Adopters","Non-Adopters"
"994","Non-Adopters","Non-Adopters"
"995","Non-Adopters","Non-Adopters"
"996","Laggards","High Thresh."
"997","Non-Adopters","Non-Adopters"
"998","Non-Adopters","Non-Adopters"
"999","Early Majority","High Thresh."
"1000","Non-Adopters","Non-Adopters"
"1001","Non-Adopters","Non-Adopters"
"1002","Non-Adopters","Non-Adopters"
"1003","Non-Adopters","Non-Adopters"
"1004","Non-Adopters","Non-Adopters"
"1005","Non-Adopters","Non-Adopters"
"1006","Non-Adopters","Non-Adopters"
"1007","Non-Adopters","Non-Adopters"
"1008","Non-Adopters","Non-Adopters"
"1009","Non-Adopters","Non-Adopters"
"1010","Non-Adopters","Non-Adopters"
"1011","Non-Adopters","Non-Adopters"
"1012","Non-Adopters","Non-Adopters"
"1013","Non-Adopters","Non-Adopters"
"1014","Non-Adopters","Non-Adopters"
"1015","Early Majority","High Thresh."
"1016","Non-Adopters","Non-Adopters"
"1017","Non-Adopters","Non-Adopters"
"1018","Non-Adopters","Non-Adopters"
"1019","Non-Adopters","Non-Adopters"
"1020","Late Majority","High Thresh."
"1021","Non-Adopters","Non-Adopters"
"1022","Non-Adopters","Non-Adopters"
"1023","Non-Adopters","Non-Adopters"
"1024","Non-Adopters","Non-Adopters"
"1025","Non-Adopters","Non-Adopters"
"1026","Non-Adopters","Non-Adopters"
"1027","Late Majority","Low Thresh."
"1028","Non-Adopters","Non-Adopters"
"1029","Non-Adopters","Non-Adopters"
"1030","Non-Adopters","Non-Adopters"
"1031","Non-Adopters","Non-Adopters"
"1032","Early Majority","High Thresh."
"1033","Non-Adopters","Non-Adopters"
"1034","Early Majority","High Thresh."
"1035","Non-Adopters","Non-Adopters"
"1036","Non-Adopters","Non-Adopters"
"1037","Non-Adopters","Non-Adopters"
"1038","Non-Adopters","Non-Adopters"
"1039","Non-Adopters","Non-Adopters"
"1040","Late Majority","High Thresh."
"1041","Non-Adopters","Non-Adopters"
"1042","Non-Adopters","Non-Adopters"
"1043","Late Majority","High Thresh."
"1044","Late Majority","High Thresh."
"1045","Non-Adopters","Non-Adopters"
"1046","Non-Adopters","Non-Adopters"
"1047","Non-Adopters","Non-Adopters"
"1048","Non-Adopters","Non-Adopters"
"1049","Non-Adopters","Non-Adopters"
"1050","Laggards","High Thresh."
"1051","Non-Adopters","Non-Adopters"
"1052","Non-Adopters","Non-Adopters"
"1053","Non-Adopters","Non-Adopters"
"1054","Non-Adopters","Non-Adopters"
"1055","Non-Adopters","Non-Adopters"
"1056","Non-Adopters","Non-Adopters"
"1057","Non-Adopters","Non-Adopters"
"1058","Non-Adopters","Non-Adopters"
"1059","Non-Adopters","Non-Adopters"
"1060","Non-Adopters","Non-Adopters"
"1061","Non-Adopters","Non-Adopters"
"1062","Non-Adopters","Non-Adopters"
"1063","Non-Adopters","Non-Adopters"
"1064","Non-Adopters","Non-Adopters"
"1065","Late Majority","High Thresh."
"1066","Early Majority","High Thresh."
"1067","Non-Adopters","Non-Adopters"
"1068","Non-Adopters","Non-Adopters"
"1069","Early Majority","High Thresh."
"1070","Early Majority","High Thresh."
"1071","Non-Adopters","Non-Adopters"
"1072","Non-Adopters","Non-Adopters"
"1073","Non-Adopters","Non-Adopters"
"1074","Non-Adopters","Non-Adopters"
"1075","Early Majority","High Thresh."
"1076","Non-Adopters","Non-Adopters"
"1077","Non-Adopters","Non-Adopters"
"1078","Non-Adopters","Non-Adopters"
"1079","Non-Adopters","Non-Adopters"
"1080","Non-Adopters","Non-Adopters"
"1081","Non-Adopters","Non-Adopters"
"1082","Non-Adopters","Non-Adopters"
"1083","Non-Adopters","Non-Adopters"
"1084","Non-Adopters","Non-Adopters"
"1085","Non-Adopters","Non-Adopters"
"1086","Non-Adopters","Non-Adopters"
"1087","Non-Adopters","Non-Adopters"
"1088","Non-Adopters","Non-Adopters"
"1089","Non-Adopters","Non-Adopters"
"1090","Non-Adopters","Non-Adopters"
"1091","Non-Adopters","Non-Adopters"
"1092","Late Majority","High Thresh."
"1093","Non-Adopters","Non-Adopters"
"1094","Non-Adopters","Non-Adopters"
"1095","Non-Adopters","Non-Adopters"
"1096","Late Majority","Low Thresh."
"1097","Laggards","Very Low Thresh."
"1098","Non-Adopters","Non-Adopters"
"1099","Non-Adopters","Non-Adopters"
"1100","Non-Adopters","Non-Adopters"
"1101","Non-Adopters","Non-Adopters"
"1102","Laggards","Low Thresh."
"1103","Non-Adopters","Non-Adopters"
"1104","Non-Adopters","Non-Adopters"
"1105","Non-Adopters","Non-Adopters"
"1106","Non-Adopters","Non-Adopters"
"1107","Non-Adopters","Non-Adopters"
"1108","Non-Adopters","Non-Adopters"
"1109","Non-Adopters","Non-Adopters"
"1110","Non-Adopters","Non-Adopters"
"1111","Non-Adopters","Non-Adopters"
"1112","Late Majority","High Thresh."
"1113","Non-Adopters","Non-Adopters"
"1114","Non-Adopters","Non-Adopters"
"1115","Non-Adopters","Non-Adopters"
"1116","Early Majority","High Thresh."
"1117","Non-Adopters","Non-Adopters"
"1118","Non-Adopters","Non-Adopters"
"1119","Non-Adopters","Non-Adopters"
"1120","Non-Adopters","Non-Adopters"
"1121","Non-Adopters","Non-Adopters"
"1122","Non-Adopters","Non-Adopters"
"1123","Non-Adopters","Non-Adopters"
"1124","Non-Adopters","Non-Adopters"
"1125","Non-Adopters","Non-Adopters"
"1126","Non-Adopters","Non-Adopters"
"1127","Non-Adopters","Non-Adopters"
"1128","Laggards","Very Low Thresh."
"1129","Non-Adopters","Non-Adopters"
"1130","Early Majority","Very Low Thresh."
"1131","Non-Adopters","Non-Adopters"
"1132","Non-Adopters","Non-Adopters"
"1133","Non-Adopters","Non-Adopters"
"1134","Non-Adopters","Non-Adopters"
"1135","Non-Adopters","Non-Adopters"
"1136","Late Majority","High Thresh."
"1137","Non-Adopters","Non-Adopters"
"1138","Non-Adopters","Non-Adopters"
"1139","Non-Adopters","Non-Adopters"
"1140","Non-Adopters","Non-Adopters"
"1141","Non-Adopters","Non-Adopters"
"1142","Non-Adopters","Non-Adopters"
"1143","Non-Adopters","Non-Adopters"
"1144","Late Majority","High Thresh."
"1145","Non-Adopters","Non-Adopters"
"1146","Non-Adopters","Non-Adopters"
"1147","Non-Adopters","Non-Adopters"
"1148","Non-Adopters","Non-Adopters"
"1149","Non-Adopters","Non-Adopters"
"1150","Late Majority","High Thresh."
"1151","Non-Adopters","Non-Adopters"
"1152","Non-Adopters","Non-Adopters"
"1153","Non-Adopters","Non-Adopters"
"1154","Non-Adopters","Non-Adopters"
"1155","Non-Adopters","Non-Adopters"
"1156","Non-Adopters","Non-Adopters"
"1157","Non-Adopters","Non-Adopters"
"1158","Non-Adopters","Non-Adopters"
"1159","Late Majority","High Thresh."
"1160","Non-Adopters","Non-Adopters"
"1161","Non-Adopters","Non-Adopters"
"1162","Non-Adopters","Non-Adopters"
"1163","Late Majority","High Thresh."
"1164","Non-Adopters","Non-Adopters"
"1165","Non-Adopters","Non-Adopters"
"1166","Non-Adopters","Non-Adopters"
"1167","Non-Adopters","Non-Adopters"
"1168","Non-Adopters","Non-Adopters"
"1169","Non-Adopters","Non-Adopters"
"1170","Non-Adopters","Non-Adopters"
"1171","Non-Adopters","Non-Adopters"
"1172","Non-Adopters","Non-Adopters"
"1173","Non-Adopters","Non-Adopters"
"1174","Early Majority","High Thresh."
"1175","Non-Adopters","Non-Adopters"
"1176","Non-Adopters","Non-Adopters"
"1177","Non-Adopters","Non-Adopters"
"1178","Non-Adopters","Non-Adopters"
"1179","Non-Adopters","Non-Adopters"
"1180","Non-Adopters","Non-Adopters"
"1181","Non-Adopters","Non-Adopters"
"1182","Laggards","Very Low Thresh."
"1183","Non-Adopters","Non-Adopters"
"1184","Non-Adopters","Non-Adopters"
"1185","Non-Adopters","Non-Adopters"
"1186","Non-Adopters","Non-Adopters"
"1187","Non-Adopters","Non-Adopters"
"1188","Non-Adopters","Non-Adopters"
"1189","Non-Adopters","Non-Adopters"
"1190","Non-Adopters","Non-Adopters"
"1191","Late Majority","Low Thresh."
"1192","Non-Adopters","Non-Adopters"
"1193","Late Majority","High Thresh."
"1194","Non-Adopters","Non-Adopters"
"1195","Non-Adopters","Non-Adopters"
"1196","Non-Adopters","Non-Adopters"
"1197","Non-Adopters","Non-Adopters"
"1198","Non-Adopters","Non-Adopters"
"1199","Non-Adopters","Non-Adopters"
"1200","Non-Adopters","Non-Adopters"
"1201","Non-Adopters","Non-Adopters"
"1202","Non-Adopters","Non-Adopters"
"1203","Non-Adopters","Non-Adopters"
"1204","Non-Adopters","Non-Adopters"
"1205","Non-Adopters","Non-Adopters"
"1206","Late Majority","High Thresh."
"1207","Non-Adopters","Non-Adopters"
"1208","Non-Adopters","Non-Adopters"
